subset_mask,heads,size,n,correct,acc,ba,rescue,harm,delta_acc,delta_ba
204,2|3|6|7,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
205,0|2|3|6|7,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
206,1|2|3|6|7,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
207,0|1|2|3|6|7,6,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
208,4|6|7,3,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
209,0|4|6|7,4,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
210,1|4|6|7,4,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
211,0|1|4|6|7,5,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
212,2|4|6|7,4,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
213,0|2|4|6|7,5,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
214,1|2|4|6|7,5,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
215,0|1|2|4|6|7,6,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
216,3|4|6|7,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
217,0|3|4|6|7,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
218,1|3|4|6|7,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
219,0|1|3|4|6|7,6,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
220,2|3|4|6|7,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
221,0|2|3|4|6|7,6,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
222,1|2|3|4|6|7,6,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
223,0|1|2|3|4|6|7,7,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
224,5|6|7,3,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
225,0|5|6|7,4,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
226,1|5|6|7,4,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
227,0|1|5|6|7,5,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
228,2|5|6|7,4,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
229,0|2|5|6|7,5,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
230,1|2|5|6|7,5,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
231,0|1|2|5|6|7,6,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
232,3|5|6|7,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
233,0|3|5|6|7,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
234,1|3|5|6|7,5,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
235,0|1|3|5|6|7,6,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
